filepath,filename,label,folder,sample_rate,duration_s,n_samples,amplitude_max,rms,error
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P13Healthy48S.wav,P13Healthy48S.wav,Healthy,healthy,44100,6.0,264600,0.3993,0.058237,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P10Healthy65S.wav,P10Healthy65S.wav,Healthy,healthy,44100,6.0,264600,0.2589,0.064561,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P2Healthy54S.wav,P2Healthy54S.wav,Healthy,healthy,44100,6.0,264600,0.1232,0.029944,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P23Healthy97S.wav,P23Healthy97S.wav,Healthy,healthy,44100,6.0,264600,0.9889,0.198367,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P1Healthy55S.wav,P1Healthy55S.wav,Healthy,healthy,44100,6.0,264600,0.5077,0.084783,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P19Healthy79S.wav,P19Healthy79S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.315683,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P22Healthy36S.wav,P22Healthy36S.wav,Healthy,healthy,44100,6.0,264600,0.9727,0.246328,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P5Healthy96S.wav,P5Healthy96S.wav,Healthy,healthy,44100,6.0,264600,0.3387,0.078816,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P12Healthy67S.wav,P12Healthy67S.wav,Healthy,healthy,44100,6.0,264600,0.2653,0.073937,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P14Healthy53S.wav,P14Healthy53S.wav,Healthy,healthy,44100,6.0,264600,0.7054,0.10299,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P24Healthy63S.wav,P24Healthy63S.wav,Healthy,healthy,44100,6.0,264600,0.8004,0.230659,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P20Healthy59S.wav,P20Healthy59S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.326983,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P21Healthy95S.wav,P21Healthy95S.wav,Healthy,healthy,44100,6.0,264600,0.866,0.201552,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P9Healthy31S.wav,P9Healthy31S.wav,Healthy,healthy,44100,6.0,264600,0.1821,0.040039,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P18Healthy17S.wav,P18Healthy17S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.369293,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P22Healthy94S.wav,P22Healthy94S.wav,Healthy,healthy,44100,5.633,248427,0.9999,0.288302,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P3Healthy57S.wav,P3Healthy57S.wav,Healthy,healthy,44100,6.0,264600,0.5602,0.104818,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P7Healthy94S.wav,P7Healthy94S.wav,Healthy,healthy,44100,6.0,264600,0.3167,0.075466,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P14Healthy28S.wav,P14Healthy28S.wav,Healthy,healthy,44100,6.0,264600,0.5633,0.10264,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P16Healthy26S.wav,P16Healthy26S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.198372,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P25Healthy88S.wav,P25Healthy88S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.312143,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P5Healthy87S.wav,P5Healthy87S.wav,Healthy,healthy,44100,6.0,264600,0.2643,0.034414,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P8Healthy35S.wav,P8Healthy35S.wav,Healthy,healthy,44100,6.0,264600,0.2786,0.041147,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P1Healthy29S.wav,P1Healthy29S.wav,Healthy,healthy,44100,6.0,264600,0.2143,0.049099,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P17Healthy22S.wav,P17Healthy22S.wav,Healthy,healthy,44100,6.0,264600,0.8156,0.151466,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P27Healthy73S.wav,P27Healthy73S.wav,Healthy,healthy,44100,6.0,264600,0.7855,0.223504,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P26Healthy46S.wav,P26Healthy46S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.294726,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P7Healthy85S.wav,P7Healthy85S.wav,Healthy,healthy,44100,6.0,264600,0.6144,0.131376,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P20Healthy25S.wav,P20Healthy25S.wav,Healthy,healthy,44100,5.445,240107,0.9999,0.364635,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P23Healthy24S.wav,P23Healthy24S.wav,Healthy,healthy,44100,6.0,264600,0.9889,0.198367,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P12Healthy99S.wav,P12Healthy99S.wav,Healthy,healthy,44100,6.0,264600,0.3038,0.079418,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P22Healthy50S.wav,P22Healthy50S.wav,Healthy,healthy,44100,4.879,215147,0.3821,0.107688,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P15Healthy61S.wav,P15Healthy61S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.215227,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P9Healthy61S.wav,P9Healthy61S.wav,Healthy,healthy,44100,6.0,264600,0.208,0.042968,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P14Healthy54S.wav,P14Healthy54S.wav,Healthy,healthy,44100,6.0,264600,0.213,0.051,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P3Healthy84S.wav,P3Healthy84S.wav,Healthy,healthy,44100,6.0,264600,0.3356,0.069938,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P13Healthy42S.wav,P13Healthy42S.wav,Healthy,healthy,44100,6.0,264600,0.5306,0.102086,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P23Healthy72S.wav,P23Healthy72S.wav,Healthy,healthy,44100,5.329,234987,0.9999,0.160417,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P12Healthy98S.wav,P12Healthy98S.wav,Healthy,healthy,44100,6.0,264600,0.1459,0.046229,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P18Healthy46S.wav,P18Healthy46S.wav,Healthy,healthy,44100,6.0,264600,0.8181,0.211286,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P2Healthy72S.wav,P2Healthy72S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.222581,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P7Healthy84S.wav,P7Healthy84S.wav,Healthy,healthy,44100,6.0,264600,0.542,0.117855,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P10Healthy14S.wav,P10Healthy14S.wav,Healthy,healthy,44100,6.0,264600,0.4619,0.079079,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P11Healthy60S.wav,P11Healthy60S.wav,Healthy,healthy,44100,6.0,264600,0.3253,0.09623,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P1Healthy86S.wav,P1Healthy86S.wav,Healthy,healthy,44100,6.0,264600,0.2026,0.047067,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P17Healthy35S.wav,P17Healthy35S.wav,Healthy,healthy,44100,6.0,264600,0.522,0.138283,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P16Healthy41S.wav,P16Healthy41S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.198372,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P22Healthy88S.wav,P22Healthy88S.wav,Healthy,healthy,44100,6.0,264600,0.8537,0.204718,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P12Healthy16S.wav,P12Healthy16S.wav,Healthy,healthy,44100,6.0,264600,0.2627,0.056347,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P17Healthy58S.wav,P17Healthy58S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.454249,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P19Healthy50S.wav,P19Healthy50S.wav,Healthy,healthy,44100,6.0,264600,0.9286,0.167185,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P9Healthy79S.wav,P9Healthy79S.wav,Healthy,healthy,44100,6.0,264600,0.3784,0.098382,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P15Healthy14S.wav,P15Healthy14S.wav,Healthy,healthy,44100,6.0,264600,0.3164,0.057922,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P26Healthy48S.wav,P26Healthy48S.wav,Healthy,healthy,44100,5.236,230894,0.9999,0.211484,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P15Healthy55S.wav,P15Healthy55S.wav,Healthy,healthy,44100,6.0,264600,0.3747,0.065574,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P11Healthy38S.wav,P11Healthy38S.wav,Healthy,healthy,44100,6.0,264600,0.2219,0.039637,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P6Healthy51S.wav,P6Healthy51S.wav,Healthy,healthy,44100,6.0,264600,0.8788,0.158783,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P27Healthy92S.wav,P27Healthy92S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.268916,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P9Healthy22S.wav,P9Healthy22S.wav,Healthy,healthy,44100,6.0,264600,0.1811,0.033999,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P6Healthy71S.wav,P6Healthy71S.wav,Healthy,healthy,44100,6.0,264600,0.1621,0.036097,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P11Healthy18S.wav,P11Healthy18S.wav,Healthy,healthy,44100,6.0,264600,0.3565,0.09464,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P16Healthy19S.wav,P16Healthy19S.wav,Healthy,healthy,44100,5.299,233707,0.9999,0.195205,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P4Healthy69S.wav,P4Healthy69S.wav,Healthy,healthy,44100,6.0,264600,0.3654,0.075824,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P20Healthy70S.wav,P20Healthy70S.wav,Healthy,healthy,44100,5.314,234347,0.9999,0.272874,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P4Healthy12S.wav,P4Healthy12S.wav,Healthy,healthy,44100,6.0,264600,0.5334,0.08607,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P27Healthy30S.wav,P27Healthy30S.wav,Healthy,healthy,44100,6.0,264600,0.8205,0.205401,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P21Healthy53S.wav,P21Healthy53S.wav,Healthy,healthy,44100,5.851,258027,0.9999,0.509318,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P3Healthy44S.wav,P3Healthy44S.wav,Healthy,healthy,44100,6.0,264600,0.2302,0.053245,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P20Healthy31S.wav,P20Healthy31S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.322004,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P2Healthy30S.wav,P2Healthy30S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.213121,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P2Healthy89S.wav,P2Healthy89S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.200235,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P8Healthy82S.wav,P8Healthy82S.wav,Healthy,healthy,44100,6.0,264600,0.2377,0.037457,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/healthy/P17Healthy83S.wav,P17Healthy83S.wav,Healthy,healthy,44100,6.0,264600,0.9999,0.478723,
